trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
370,False,"{'a': 0.8, 'e': 0.024267330287830756}",20,14,10.100742694501147,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.8, 'e': 0.024024656984952448}",20,7,21.576099356265598,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.8, 'e': 0.023784410415102923}",20,14,11.11945237048263,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.8, 'e': 0.023546566310951894}",25,12,18.010484133354872,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.8, 'e': 0.023311100647842375}",20,9,17.949276479514072,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.8, 'e': 0.02307798964136395}",25,10,26.452775210162198,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.8, 'e': 0.022847209744950314}",25,11,23.33929768805166,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.8, 'e': 0.02261873764750081}",30,15,25.404939459093367,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.8, 'e': 0.022392550271025803}",20,10,18.22288536604901,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.8, 'e': 0.022168624768315544}",25,2,35.07694189167898,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.8, 'e': 0.02194693852063239}",30,16,21.157189143096165,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.8, 'e': 0.021727469135426065}",25,18,13.037305379556983,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.8, 'e': 0.021510194444071803}",20,4,31.91793834347961,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.8, 'e': 0.021295092499631085}",25,8,30.794031269002392,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.8, 'e': 0.021082141574634772}",20,6,25.652954385199056,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.8, 'e': 0.020871320158888425}",30,17,18.04631820704706,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.8, 'e': 0.020662606957299542}",20,3,30.00237329122911,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.8, 'e': 0.020455980887726547}",20,10,16.883212825095423,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.8, 'e': 0.02025142107884928}",25,20,10.602257026184853,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.8, 'e': 0.020048906868060788}",30,14,29.038416397074236,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.8, 'e': 0.01984841779938018}",30,4,46.42579607436214,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.8, 'e': 0.019649933621386378}",25,0,32.77291388489966,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
392,False,"{'a': 0.8, 'e': 0.019453434285172513}",35,17,31.590453054445934,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.8, 'e': 0.019258899942320787}",20,6,22.608914529606857,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.8, 'e': 0.01906631094289758}",25,16,17.591851012389565,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.8, 'e': 0.018875647833468602}",30,11,34.42221880746857,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.8, 'e': 0.018686891355133916}",20,16,8.754096054367128,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.8, 'e': 0.018500022441582577}",20,8,22.532053702440283,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.8, 'e': 0.01831502221716675}",25,12,24.570878121805638,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.8, 'e': 0.018131871994995084}",35,28,14.617262287524387,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.8, 'e': 0.017950553275045134}",30,17,26.796454446023564,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.8, 'e': 0.017771047742294682}",20,16,6.82688960748689,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.8, 'e': 0.017593337264871736}",20,2,29.747596892443052,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.8, 'e': 0.01741740389222302}",35,18,32.03443047556399,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.8, 'e': 0.01724322985330079}",20,6,23.924566848441778,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.8, 'e': 0.017070797554767782}",20,0,30.169275668329465,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
406,False,"{'a': 0.8, 'e': 0.016900089579220106}",20,11,10.150639784364134,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.8, 'e': 0.016731088683427906}",20,5,26.734902245891817,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.8, 'e': 0.016563777796593626}",25,13,27.96661181225173,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.8, 'e': 0.016398140018627688}",25,7,35.4681830617541,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.8, 'e': 0.01623415861844141}",20,14,11.973393173749683,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.8, 'e': 0.016071817032256998}",25,2,-6.572007006182367,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
412,False,"{'a': 0.8, 'e': 0.01591109886193443}",25,11,22.976738513429186,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.8, 'e': 0.015751987873315085}",20,14,-29.13041644112601,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
414,False,"{'a': 0.8, 'e': 0.015594467994581935}",20,4,20.766093168217086,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.8, 'e': 0.015438523314636115}",25,10,28.57352857641016,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.8, 'e': 0.015284138081489753}",20,14,9.524033256029462,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.8, 'e': 0.015131296700674856}",20,12,15.518942794502014,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.8, 'e': 0.014979983733668108}",20,2,30.12215272187317,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.8, 'e': 0.014830183896331426}",25,18,12.2777737476478,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.8, 'e': 0.014681882057368112}",25,20,10.622291519644964,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.8, 'e': 0.01453506323679443}",20,14,13.826197122553697,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.8, 'e': 0.014389712604426485}",25,11,24.190142238918963,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.8, 'e': 0.01424581547838222}",30,18,22.119454026181256,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.8, 'e': 0.014103357323598397}",20,15,9.574129833706218,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.8, 'e': 0.013962323750362413}",20,14,9.559715421107716,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.8, 'e': 0.013822700512858789}",20,16,6.810140718872824,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.8, 'e': 0.0136844735077302}",20,11,19.48495037220908,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.8, 'e': 0.013547628772652899}",20,7,21.15629964874824,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.8, 'e': 0.01341215248492637}",20,4,24.923081358292308,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.8, 'e': 0.013278030960077106}",25,13,21.339174637311796,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.8, 'e': 0.013145250650476335}",20,15,10.093929130054637,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.8, 'e': 0.01301379814397157}",20,11,17.639317936502877,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.8, 'e': 0.012883660162531854}",20,14,10.900314235517506,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.8, 'e': 0.012754823560906535}",35,23,23.516730534405827,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.8, 'e': 0.01262727532529747}",20,13,14.039194733386985,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.8, 'e': 0.012501002572044496}",20,7,21.21535126374277,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.8, 'e': 0.01237599254632405}",25,15,17.72249493238974,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.8, 'e': 0.01225223262086081}",25,11,-37.052831050959156,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
439,False,"{'a': 0.8, 'e': 0.012129710294652202}",20,14,11.197621865169676,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.8, 'e': 0.01200841319170568}",20,7,26.409413002104444,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.8, 'e': 0.011888329059788623}",20,8,21.5336018216059,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.8, 'e': 0.011769445769190737}",25,13,20.212548603694234,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.8, 'e': 0.01165175131149883}",25,13,20.27881282096152,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.8, 'e': 0.011535233798383842}",20,13,14.300175096972302,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.8, 'e': 0.011419881460400004}",20,11,15.836211369361946,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.8, 'e': 0.011305682645796004}",25,10,30.080348449802166,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.8, 'e': 0.011192625819338045}",20,3,27.373556883931045,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.8, 'e': 0.011080699561144665}",20,6,23.773827151552307,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.8, 'e': 0.010969892565533218}",30,14,29.403683447228723,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.8, 'e': 0.010860193639877886}",20,2,28.08936736669662,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.8, 'e': 0.010751591703479106}",20,6,24.48952797051711,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.8, 'e': 0.010644075786444315}",30,20,21.126271242970013,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.8, 'e': 0.010537635028579873}",20,13,6.6332155879545285,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.8, 'e': 0.010432258678294073}",25,10,26.33539779533859,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.8, 'e': 0.010327936091511133}",20,14,13.361163962308202,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.8, 'e': 0.010224656730596022}",30,16,26.839189530902548,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.8, 'e': 0.01012241016329006}",35,18,35.8240259441528,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.8, 'e': 0.01002118606165716}",20,12,10.767337906013797,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.8, 'e': 0.009920974201040588}",20,14,10.590929664967629,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.8, 'e': 0.009821764459030182}",30,13,33.36948201144042,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.8, 'e': 0.00972354681443988}",25,18,17.051454504591256,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.8, 'e': 0.00962631134629548}",25,8,23.82677960294241,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.8, 'e': 0.009530048232832525}",30,19,21.42744187180847,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.8, 'e': 0.009434747750504199}",20,11,18.971565622410903,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.8, 'e': 0.009340400272999157}",20,16,9.91363571865523,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.8, 'e': 0.009246996270269165}",25,16,17.210737126593724,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.8, 'e': 0.009154526307566474}",25,8,34.099078617875996,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.8, 'e': 0.009062981044490808}",25,13,23.10355795268504,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.8, 'e': 0.0089723512340459}",20,13,15.380741728664042,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.8, 'e': 0.00888262772170544}",20,14,10.471001221686592,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.8, 'e': 0.008793801444488386}",20,9,17.399677088740212,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.8, 'e': 0.008705863430043502}",25,11,25.907127835190067,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.8, 'e': 0.008618804795743068}",20,14,12.049173118033995,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.8, 'e': 0.008532616747785637}",20,5,27.80400086535897,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.8, 'e': 0.00844729058030778}",20,15,11.300371763238024,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.8, 'e': 0.008362817674504702}",20,15,7.73340612507938,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.8, 'e': 0.008279189497759654}",20,13,12.794001819823194,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.8, 'e': 0.008196397602782058}",20,7,19.35646145907531,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.8, 'e': 0.008114433626754238}",25,11,20.630837792588558,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.8, 'e': 0.008033289290486696}",25,13,21.55549527273761,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.8, 'e': 0.00795295639758183}",20,10,22.22350371745879,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.8, 'e': 0.00787342683360601}",20,0,31.276690882686978,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.8, 'e': 0.0077946925652699495}",30,9,37.727943278622774,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.8, 'e': 0.00771674563961725}",25,8,34.37724804613696,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.8, 'e': 0.007639578183221077}",20,10,19.205026348584752,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.8, 'e': 0.0075631824013888665}",20,13,13.101172583418379,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.8, 'e': 0.007487550577374978}",20,13,14.010031293683417,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.8, 'e': 0.007412675071601228}",30,24,11.483349635794394,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.8, 'e': 0.007338548320885215}",30,12,34.307725660474055,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.8, 'e': 0.0072651628376763635}",20,16,9.173941335544528,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.8, 'e': 0.0071925112092996}",30,14,29.83647859144376,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.8, 'e': 0.007120586097206604}",25,17,13.310015037330487,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.8, 'e': 0.007049380236234538}",25,16,18.200347199913686,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.8, 'e': 0.006978886433872193}",25,12,22.387615322401885,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.8, 'e': 0.006909097569533471}",30,19,20.667720959468436,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.8, 'e': 0.006840006593838137}",20,7,23.627008228857743,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.8, 'e': 0.0067716065278997555}",20,10,18.316930053658403,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.8, 'e': 0.006703890462620758}",25,3,36.433548375154224,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.8, 'e': 0.006636851557994551}",20,5,21.968196826515268,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.8, 'e': 0.006570483042414605}",20,16,6.864760423218279,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.8, 'e': 0.006504778211990459}",25,17,16.567169770512084,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.8, 'e': 0.006439730429870554}",25,16,15.59072518328441,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.8, 'e': 0.0063753331255718484}",20,11,20.537274262058112,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.8, 'e': 0.00631157979431613}",20,13,13.075398072039041,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.8, 'e': 0.006248463996372969}",20,9,16.132543424323842,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.8, 'e': 0.006185979356409239}",20,14,6.949931817933246,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.8, 'e': 0.006124119562845147}",30,18,21.089302471685333,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.8, 'e': 0.006062878367216695}",25,13,19.650570656951846,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.8, 'e': 0.006002249583544528}",20,7,25.84508015854675,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.8, 'e': 0.005942227087709083}",20,15,9.98698096210597,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.8, 'e': 0.005882804816831992}",25,14,19.269802104122864,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.8, 'e': 0.005823976768663672}",25,15,16.733361004916848,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.8, 'e': 0.005765737000977035}",30,14,29.94003463301184,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.8, 'e': 0.005708079630967265}",20,16,10.04701044872231,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.8, 'e': 0.005650998834657592}",20,10,15.178824945512758,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.8, 'e': 0.005594488846311016}",20,12,16.975033528256116,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.8, 'e': 0.005538543957847906}",25,17,12.548806108260525,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.8, 'e': 0.005483158518269427}",25,12,24.868086214696273,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.8, 'e': 0.005428326933086733}",30,20,21.128194609089807,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.8, 'e': 0.005374043663755866}",20,16,9.53630959964852,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.8, 'e': 0.005320303227118307}",25,15,15.453390957257533,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.8, 'e': 0.005267100194847124}",35,18,31.27487955320177,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.8, 'e': 0.005214429192898652}",20,9,22.205575885619105,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.8, 'e': 0.005162284900969666}",20,10,16.754594042139285,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.8, 'e': 0.005110662051959969}",25,13,21.382346570048078,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.8, 'e': 0.005059555431440369}",20,15,11.237705305068584,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.8, 'e': 0.005008959877125965}",20,6,23.208962024850347,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.8, 'e': 0.004958870278354705}",30,18,23.338750229639935,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.8, 'e': 0.004909281575571158}",25,12,21.749062438528032,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.8, 'e': 0.004860188759815446}",25,14,23.44434257115233,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.8, 'e': 0.004811586872217292}",20,14,8.484700105140625,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.8, 'e': 0.004763471003495119}",20,5,28.404015972293603,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.8, 'e': 0.004715836293460168}",30,13,31.82326763230834,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.8, 'e': 0.004668677930525566}",25,17,16.031574680972035,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.8, 'e': 0.00462199115122031}",25,20,12.109877695902771,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.8, 'e': 0.004575771239708107}",30,20,18.034573524075363,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.8, 'e': 0.004530013527311026}",25,15,17.45744084087857,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.8, 'e': 0.004484713392037916}",30,19,23.813133147487672,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.8, 'e': 0.004439866258117537}",20,0,33.51539081120131,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
540,False,"{'a': 0.8, 'e': 0.004395467595536362}",20,13,14.558961386746835,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.8, 'e': 0.004351512919580998}",20,15,12.45800043957008,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.8, 'e': 0.004307997790385188}",25,18,13.058957797154921,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.8, 'e': 0.004264917812481336}",30,18,29.792870527742767,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.8, 'e': 0.0042222686343565225}",20,12,14.678069095377634,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.8, 'e': 0.0041800459480129575}",30,15,26.915895475362444,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.8, 'e': 0.0041382454885328275}",20,13,10.624280413842627,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.8, 'e': 0.004096863033647499}",30,22,15.289392334509218,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.8, 'e': 0.0040558944033110235}",25,8,32.241202809911144,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.8, 'e': 0.0040153354592779135}",20,4,30.239802504407777,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.8, 'e': 0.0039751821046851345}",25,17,16.07075651387467,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.8, 'e': 0.003935430283638283}",35,23,24.370386866949453,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.8, 'e': 0.0038960759808019003}",20,6,20.210496418943485,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.8, 'e': 0.003857115220993881}",25,11,28.038337682081526,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.8, 'e': 0.003818544068783942}",25,16,14.577790615357546,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.8, 'e': 0.0037803586280961026}",20,16,7.116285883448366,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
